
 ---------------------------------- 
< Line , obs , pre1 , pre2 >
< 1537    , pos , neutre  , pos  >
< 1538    , pos , pos  , pos  >
< 1539    , neg , neg  , pos  >
< 1540    , neg , neg  , pos  >
< 1541    , neutre , neutre  , pos  >
< 1542    , pos , neutre  , pos  >
< 1543    , pos , neutre  , pos  >
< 1544    , pos , pos  , pos  >
< 1545    , pos , pos  , pos  >
< 1546    , neg , neutre  , neg  >
< 1547    , pos , neutre  , pos  >
< 1548    , neg , neutre  , pos  >
< 1549    , neg , neutre  , pos  >
< 1550    , pos , pos  , pos  >
< 1551    , neutre , neg  , pos  >
< 1552    , pos , neutre  , pos  >
< 1553    , pos , pos  , pos  >
< 1554    , neg , neutre  , pos  >
< 1555    , pos , pos  , pos  >
< 1556    , pos , neutre  , pos  >
< 1557    , pos , neutre  , pos  >
< 1558    , pos , neutre  , pos  >
< 1559    , neutre , neg  , pos  >
< 1560    , pos , pos  , pos  >
< 1561    , pos , neutre  , neg  >
< 1562    , neutre , neutre  , pos  >
< 1563    , neg , neutre  , pos  >
< 1564    , pos , pos  , pos  >
< 1565    , pos , neg  , pos  >
< 1566    , pos , neg  , pos  >
< 1567    , pos , neutre  , pos  >
< 1568    , pos , neutre  , pos  >
< 1569    , neg , neutre  , neutre  >
< 1570    , neg , neutre  , pos  >
< 1571    , neg , neutre  , pos  >
< 1572    , neg , neg  , pos  >
< 1573    , pos , pos  , pos  >
< 1574    , neutre , neutre  , neg  >
< 1575    , pos , pos  , pos  >
< 1576    , pos , pos  , pos  >
< 1577    , pos , pos  , pos  >
< 1578    , neg , neg  , pos  >
< 1579    , pos , neg  , pos  >
< 1580    , neutre , neutre  , pos  >
< 1581    , pos , neutre  , pos  >
< 1582    , pos , neutre  , neg  >
< 1583    , pos , neutre  , pos  >
< 1584    , neg , neutre  , pos  >
< 1585    , pos , neutre  , pos  >
< 1586    , neutre , neutre  , pos  >
< 1587    , pos , neutre  , pos  >
< 1588    , pos , pos  , pos  >
< 1589    , pos , neg  , pos  >
< 1590    , neutre , neutre  , pos  >
< 1591    , pos , neutre  , pos  >
< 1592    , neg , neg  , pos  >
< 1593    , pos , neutre  , pos  >
< 1594    , pos , neutre  , pos  >
< 1595    , neutre , neutre  , pos  >
< 1596    , pos , pos  , pos  >
< 1597    , neutre , neutre  , pos  >
< 1598    , neutre , neutre  , pos  >
< 1599    , pos , neutre  , pos  >
< 1600    , pos , pos  , pos  >
< 1601    , pos , neutre  , pos  >
< 1602    , pos , neutre  , pos  >
< 1603    , neutre , neutre  , pos  >
< 1604    , neutre , neutre  , pos  >
< 1605    , pos , pos  , pos  >
< 1606    , neg , pos  , pos  >
< 1607    , neg , neutre  , pos  >
< 1608    , pos , neutre  , pos  >
< 1609    , neutre , neutre  , pos  >
< 1610    , pos , neutre  , pos  >
< 1611    , pos , neutre  , pos  >
< 1612    , pos , neutre  , pos  >
< 1613    , neg , neutre  , pos  >
< 1614    , pos , pos  , pos  >
< 1615    , neg , neutre  , pos  >
< 1616    , neutre , neutre  , pos  >
< 1617    , neutre , neutre  , pos  >
< 1618    , pos , neutre  , pos  >
< 1619    , pos , neutre  , pos  >
< 1620    , pos , neutre  , pos  >
< 1621    , pos , neutre  , pos  >
< 1622    , pos , neutre  , pos  >
< 1623    , pos , neutre  , pos  >
< 1624    , pos , neutre  , pos  >
< 1625    , pos , neutre  , pos  >
< 1626    , neg , neg  , neg  >
< 1627    , neutre , neutre  , neg  >
< 1628    , pos , neutre  , pos  >
< 1629    , neutre , neutre  , pos  >
< 1630    , neutre , neutre  , pos  >
< 1631    , pos , pos  , pos  >
< 1632    , neutre , neutre  , pos  >
< 1633    , neg , neg  , pos  >
< 1634    , pos , neutre  , pos  >
< 1635    , pos , neutre  , pos  >
< 1636    , pos , neutre  , pos  >
< 1637    , neg , neg  , pos  >
< 1638    , neg , neg  , pos  >
< 1639    , pos , neutre  , pos  >
< 1640    , pos , pos  , pos  >
< 1641    , neutre , neutre  , pos  >
< 1642    , pos , neutre  , pos  >
< 1643    , pos , pos  , pos  >
< 1644    , pos , neutre  , pos  >
< 1645    , pos , neutre  , pos  >
< 1646    , neg , neutre  , pos  >
< 1647    , pos , neutre  , pos  >
< 1648    , pos , neutre  , pos  >
< 1649    , pos , neutre  , pos  >
< 1650    , pos , neutre  , pos  >
< 1651    , pos , neg  , pos  >
< 1652    , pos , pos  , pos  >
< 1653    , neutre , neg  , pos  >
< 1654    , neutre , neg  , pos  >
< 1655    , pos , neutre  , pos  >
< 1656    , pos , neutre  , pos  >
< 1657    , pos , pos  , pos  >
< 1658    , pos , neutre  , pos  >
< 1659    , neg , neutre  , pos  >
< 1660    , pos , pos  , pos  >
< 1661    , pos , neutre  , neg  >
< 1662    , pos , pos  , pos  >
< 1663    , neutre , neutre  , pos  >
< 1664    , neutre , neutre  , pos  >
< 1665    , pos , pos  , pos  >
< 1666    , pos , pos  , pos  >
< 1667    , neutre , neutre  , pos  >
< 1668    , pos , neutre  , pos  >
< 1669    , neg , neg  , pos  >
< 1670    , pos , neutre  , pos  >
< 1671    , neutre , neutre  , pos  >
< 1672    , neutre , neutre  , neg  >
< 1673    , pos , neutre  , pos  >
< 1674    , pos , pos  , pos  >
< 1675    , neg , neutre  , pos  >
< 1676    , pos , neutre  , pos  >
< 1677    , pos , neutre  , pos  >
< 1678    , pos , pos  , pos  >
< 1679    , neutre , neutre  , pos  >
< 1680    , pos , pos  , pos  >
< 1681    , neutre , neutre  , pos  >
< 1682    , pos , neutre  , pos  >
< 1683    , neutre , neutre  , pos  >
< 1684    , neg , neutre  , pos  >
< 1685    , pos , neutre  , pos  >
< 1686    , neutre , neutre  , pos  >
< 1687    , neutre , neutre  , pos  >
< 1688    , pos , neutre  , pos  >
< 1689    , pos , pos  , pos  >
< 1690    , pos , pos  , pos  >
< 1691    , pos , neutre  , pos  >
< 1692    , pos , pos  , pos  >
< 1693    , pos , neutre  , pos  >
< 1694    , neg , neg  , pos  >
< 1695    , pos , neutre  , pos  >
< 1696    , pos , neg  , pos  >
< 1697    , neutre , pos  , pos  >
< 1698    , neg , neutre  , pos  >
< 1699    , neg , neg  , pos  >
< 1700    , neg , neg  , pos  >
< 1701    , neg , neutre  , pos  >
< 1702    , pos , neg  , pos  >
< 1703    , neutre , neutre  , pos  >
< 1704    , neg , neg  , pos  >
< 1705    , neutre , neutre  , pos  >
< 1706    , neg , neg  , pos  >
< 1707    , neutre , neg  , pos  >
< 1708    , pos , pos  , pos  >
< 1709    , pos , pos  , pos  >
< 1710    , pos , pos  , pos  >
< 1711    , pos , neutre  , pos  >
< 1712    , neg , neutre  , pos  >
< 1713    , neg , neg  , pos  >
< 1714    , pos , pos  , pos  >
< 1715    , neutre , neutre  , pos  >
< 1716    , pos , neutre  , pos  >
< 1717    , pos , neutre  , pos  >
< 1718    , pos , neutre  , pos  >
< 1719    , pos , neutre  , pos  >
< 1720    , neutre , neutre  , pos  >
< 1721    , pos , pos  , pos  >
< 1722    , neutre , neutre  , pos  >
< 1723    , pos , pos  , pos  >
< 1724    , pos , pos  , pos  >
< 1725    , pos , pos  , pos  >
< 1726    , pos , neutre  , pos  >
< 1727    , pos , neg  , pos  >
< 1728    , neutre , pos  , pos  >
< 1729    , pos , neutre  , pos  >
< 1730    , pos , neutre  , pos  >
< 1731    , pos , neutre  , pos  >
< 1732    , pos , neutre  , pos  >
< 1733    , pos , neutre  , pos  >
< 1734    , pos , neg  , pos  >
< 1735    , pos , pos  , pos  >
< 1736    , pos , neutre  , pos  >
< 1737    , neutre , neutre  , pos  >
< 1738    , pos , pos  , pos  >
< 1739    , neg , neutre  , pos  >
< 1740    , pos , pos  , pos  >
< 1741    , pos , neutre  , pos  >
< 1742    , pos , neutre  , pos  >
< 1743    , pos , neutre  , pos  >
< 1744    , neg , neutre  , pos  >
< 1745    , neutre , neutre  , pos  >
< 1746    , neutre , neutre  , pos  >
< 1747    , neutre , neutre  , pos  >
< 1748    , neg , neutre  , pos  >
< 1749    , neutre , neutre  , pos  >
< 1750    , pos , neutre  , neutre  >
< 1751    , neutre , pos  , pos  >
< 1752    , pos , neutre  , neg  >
< 1753    , pos , neutre  , pos  >
< 1754    , neg , neutre  , pos  >
< 1755    , pos , neutre  , pos  >
< 1756    , pos , neutre  , pos  >
< 1757    , pos , neutre  , pos  >
< 1758    , pos , pos  , pos  >
< 1759    , pos , neutre  , pos  >
< 1760    , neg , neutre  , pos  >
< 1761    , neutre , neutre  , pos  >
< 1762    , pos , neutre  , pos  >
< 1763    , neg , neutre  , pos  >
< 1764    , pos , neutre  , pos  >
< 1765    , neg , neutre  , pos  >
< 1766    , neg , neutre  , pos  >
< 1767    , pos , neutre  , pos  >
< 1768    , pos , neutre  , pos  >
< 1769    , pos , neutre  , pos  >
< 1770    , pos , neutre  , pos  >
< 1771    , pos , pos  , pos  >
< 1772    , pos , neutre  , pos  >
< 1773    , neg , neg  , pos  >
< 1774    , neutre , neg  , pos  >
< 1775    , neutre , neutre  , pos  >
< 1776    , pos , pos  , pos  >
< 1777    , neg , neg  , pos  >
< 1778    , pos , pos  , pos  >
< 1779    , neg , neutre  , pos  >
< 1780    , pos , neutre  , pos  >
< 1781    , neg , neutre  , pos  >
< 1782    , pos , pos  , pos  >
< 1783    , pos , neutre  , pos  >
< 1784    , neg , neutre  , neutre  >
< 1785    , neutre , neutre  , pos  >
< 1786    , pos , pos  , pos  >
< 1787    , pos , neutre  , pos  >
< 1788    , pos , neutre  , pos  >
< 1789    , neutre , neutre  , pos  >
< 1790    , pos , pos  , pos  >
< 1791    , neutre , neutre  , pos  >
< 1792    , pos , neutre  , pos  >
< 1793    , neutre , neg  , pos  >
< 1794    , pos , neutre  , neg  >
< 1795    , pos , pos  , pos  >
< 1796    , pos , neutre  , pos  >
< 1797    , pos , neutre  , pos  >
< 1798    , pos , neutre  , pos  >
< 1799    , pos , pos  , pos  >
< 1800    , neutre , pos  , pos  >
< 1801    , pos , neg  , pos  >
< 1802    , neg , neutre  , pos  >
< 1803    , neutre , neutre  , pos  >
< 1804    , pos , neg  , pos  >
< 1805    , pos , neutre  , pos  >
< 1806    , neg , neg  , pos  >
< 1807    , pos , pos  , pos  >
< 1808    , neutre , neutre  , pos  >
< 1809    , neg , neutre  , pos  >
< 1810    , pos , neutre  , pos  >
< 1811    , neutre , neutre  , pos  >
< 1812    , pos , neutre  , pos  >
< 1813    , pos , neutre  , pos  >
< 1814    , pos , neutre  , neutre  >
< 1815    , pos , neutre  , pos  >
< 1816    , pos , neutre  , pos  >
< 1817    , pos , neutre  , pos  >
< 1818    , pos , neg  , pos  >
< 1819    , pos , neutre  , pos  >
< 1820    , pos , neutre  , pos  >
< 1821    , pos , neutre  , pos  >
< 1822    , neg , neg  , pos  >
< 1823    , pos , neutre  , pos  >
< 1824    , pos , pos  , pos  >
< 1825    , pos , neutre  , pos  >
< 1826    , pos , neg  , pos  >
< 1827    , neutre , pos  , pos  >
< 1828    , neg , neutre  , neutre  >
< 1829    , pos , neutre  , pos  >
< 1830    , pos , pos  , pos  >
< 1831    , pos , neutre  , pos  >
< 1832    , neutre , neutre  , pos  >
< 1833    , pos , neg  , pos  >
< 1834    , pos , pos  , pos  >
< 1835    , pos , pos  , pos  >
< 1836    , neutre , neutre  , pos  >
< 1837    , pos , pos  , pos  >
< 1838    , pos , neutre  , pos  >
< 1839    , neutre , neutre  , pos  >
< 1840    , neg , neutre  , pos  >
< 1841    , pos , neutre  , pos  >
< 1842    , pos , neg  , pos  >
< 1843    , neg , neg  , pos  >
< 1844    , pos , pos  , pos  >
< 1845    , neutre , neutre  , pos  >
< 1846    , pos , pos  , pos  >
< 1847    , pos , neutre  , pos  >
< 1848    , neg , pos  , pos  >
< 1849    , pos , neutre  , pos  >
< 1850    , pos , neutre  , neg  >
< 1851    , neg , neutre  , pos  >
< 1852    , pos , neutre  , pos  >
< 1853    , neg , neutre  , pos  >
< 1854    , pos , neutre  , pos  >
< 1855    , pos , neutre  , pos  >
< 1856    , pos , neutre  , pos  >
< 1857    , pos , neutre  , pos  >
< 1858    , pos , neutre  , pos  >
< 1859    , pos , pos  , pos  >
< 1860    , pos , neutre  , pos  >
< 1861    , pos , neutre  , pos  >
< 1862    , neg , neg  , pos  >
< 1863    , pos , neutre  , pos  >
< 1864    , pos , neutre  , pos  >
< 1865    , pos , neutre  , pos  >
< 1866    , neutre , neutre  , neutre  >
< 1867    , pos , neg  , pos  >
< 1868    , pos , neutre  , pos  >
< 1869    , pos , pos  , pos  >
< 1870    , neg , neutre  , neg  >
< 1871    , neutre , neutre  , pos  >
< 1872    , pos , pos  , pos  >
< 1873    , pos , neutre  , pos  >
< 1874    , neg , neg  , pos  >
< 1875    , pos , neg  , pos  >
< 1876    , pos , neutre  , pos  >
< 1877    , pos , pos  , pos  >
< 1878    , pos , pos  , pos  >
< 1879    , pos , pos  , pos  >
< 1880    , pos , neutre  , pos  >
< 1881    , pos , pos  , pos  >
< 1882    , pos , pos  , pos  >
< 1883    , pos , neutre  , pos  >
< 1884    , pos , neutre  , pos  >
< 1885    , pos , neutre  , pos  >
< 1886    , pos , neutre  , pos  >
< 1887    , neutre , neutre  , pos  >
< 1888    , pos , pos  , pos  >
< 1889    , neutre , neutre  , neg  >
< 1890    , pos , pos  , pos  >
< 1891    , pos , pos  , pos  >
< 1892    , pos , neg  , pos  >
< 1893    , pos , pos  , pos  >
< 1894    , pos , pos  , pos  >
< 1895    , pos , neutre  , pos  >
< 1896    , pos , neutre  , pos  >
< 1897    , pos , neg  , pos  >
< 1898    , pos , pos  , pos  >
< 1899    , pos , pos  , pos  >
< 1900    , pos , pos  , pos  >
< 1901    , pos , pos  , pos  >
< 1902    , pos , pos  , pos  >
< 1903    , pos , pos  , pos  >
< 1904    , pos , neutre  , pos  >
< 1905    , pos , neutre  , pos  >
< 1906    , pos , pos  , pos  >
< 1907    , pos , pos  , pos  >
< 1908    , pos , neutre  , pos  >
< 1909    , pos , neutre  , neutre  >
< 1910    , pos , pos  , pos  >
< 1911    , pos , pos  , pos  >
< 1912    , pos , neutre  , neutre  >
< 1913    , pos , neutre  , pos  >
< 1914    , pos , pos  , pos  >
< 1915    , pos , neutre  , pos  >
< 1916    , neg , neutre  , pos  >
< 1917    , pos , neg  , pos  >
< 1918    , pos , neg  , pos  >
< 1919    , pos , neg  , pos  >
< 1920    , pos , neutre  , pos  >
< 1921    , neutre , neutre  , pos  >
< 1922    , pos , neutre  , pos  >
< 1923    , pos , pos  , pos  >
< 1924    , pos , neutre  , pos  >
< 1925    , pos , pos  , pos  >
< 1926    , pos , pos  , pos  >
< 1927    , pos , pos  , pos  >
< 1928    , pos , neutre  , pos  >
< 1929    , pos , pos  , pos  >
< 1930    , pos , pos  , pos  >
< 1931    , pos , neutre  , neutre  >
< 1932    , pos , neutre  , neutre  >
< 1933    , pos , neutre  , pos  >
< 1934    , pos , pos  , pos  >
< 1935    , pos , neutre  , neg  >
< 1936    , pos , neutre  , pos  >
< 1937    , pos , pos  , pos  >
< 1938    , pos , pos  , pos  >
< 1939    , pos , pos  , pos  >
< 1940    , pos , pos  , pos  >
< 1941    , pos , neutre  , pos  >
< 1942    , pos , neutre  , pos  >
< 1943    , pos , neutre  , pos  >
< 1944    , pos , neutre  , pos  >
< 1945    , pos , pos  , pos  >
< 1946    , pos , neutre  , pos  >
< 1947    , pos , neutre  , pos  >
< 1948    , pos , neutre  , pos  >
< 1949    , pos , neutre  , pos  >
< 1950    , pos , neutre  , neg  >
< 1951    , pos , pos  , pos  >
< 1952    , pos , neutre  , pos  >
< 1953    , pos , pos  , pos  >
< 1954    , pos , pos  , pos  >
< 1955    , pos , neutre  , pos  >
< 1956    , pos , neutre  , pos  >
< 1957    , pos , neutre  , pos  >
< 1958    , pos , neutre  , pos  >
< 1959    , pos , neutre  , neg  >
< 1960    , pos , neutre  , pos  >
< 1961    , pos , pos  , pos  >
< 1962    , pos , pos  , pos  >
< 1963    , pos , pos  , pos  >
< 1964    , neg , neutre  , pos  >
< 1965    , pos , neutre  , pos  >
< 1966    , pos , pos  , pos  >
< 1967    , pos , pos  , pos  >
< 1968    , pos , neutre  , pos  >
< 1969    , pos , neutre  , neg  >
< 1970    , pos , neutre  , pos  >
< 1971    , pos , neutre  , pos  >
< 1972    , pos , neutre  , pos  >
< 1973    , pos , pos  , pos  >
< 1974    , pos , neg  , pos  >
< 1975    , pos , neutre  , pos  >
< 1976    , pos , pos  , pos  >
< 1977    , pos , neutre  , pos  >
< 1978    , pos , pos  , pos  >
< 1979    , pos , neutre  , pos  >
< 1980    , pos , neutre  , pos  >
< 1981    , pos , neutre  , pos  >
< 1982    , neg , pos  , pos  >
< 1983    , neutre , neutre  , pos  >
< 1984    , pos , neutre  , pos  >
< 1985    , pos , neutre  , pos  >
< 1986    , pos , neg  , pos  >
< 1987    , pos , neutre  , pos  >
< 1988    , pos , neutre  , pos  >
< 1989    , pos , pos  , pos  >
< 1990    , pos , neutre  , pos  >
< 1991    , pos , neutre  , pos  >
< 1992    , pos , neutre  , pos  >
< 1993    , neg , neutre  , pos  >
< 1994    , pos , neutre  , pos  >
< 1995    , pos , neutre  , pos  >
< 1996    , pos , neutre  , pos  >
< 1997    , pos , neg  , pos  >
< 1998    , pos , neg  , pos  >
< 1999    , pos , pos  , pos  >
< 2000    , pos , pos  , pos  >
< 2001    , pos , pos  , pos  >
< 2002    , pos , neutre  , pos  >
< 2003    , pos , neutre  , pos  >
< 2004    , pos , pos  , pos  >
< 2005    , pos , pos  , pos  >
< 2006    , pos , neutre  , pos  >
< 2007    , pos , neutre  , pos  >
< 2008    , pos , neutre  , pos  >
< 2009    , pos , neutre  , pos  >
< 2010    , neutre , neutre  , pos  >
< 2011    , pos , neutre  , pos  >
< 2012    , pos , neutre  , pos  >
< 2013    , neutre , neutre  , pos  >
< 2014    , pos , pos  , pos  >
< 2015    , neutre , neutre  , pos  >
< 2016    , pos , neutre  , pos  >
< 2017    , pos , pos  , pos  >
< 2018    , pos , pos  , pos  >
< 2019    , pos , neutre  , pos  >
< 2020    , pos , neutre  , pos  >
< 2021    , pos , pos  , pos  >
< 2022    , pos , neutre  , pos  >
< 2023    , pos , neutre  , pos  >
< 2024    , pos , neg  , pos  >
< 2025    , pos , neutre  , pos  >
< 2026    , pos , neutre  , pos  >
< 2027    , pos , neutre  , pos  >
< 2028    , pos , neutre  , pos  >
< 2029    , pos , neutre  , pos  >
< 2030    , pos , neutre  , pos  >
< 2031    , pos , neutre  , neg  >
< 2032    , pos , pos  , pos  >
< 2033    , pos , pos  , pos  >
< 2034    , pos , pos  , pos  >
< 2035    , pos , pos  , pos  >
< 2036    , pos , neutre  , pos  >
< 2037    , pos , neutre  , pos  >
< 2038    , neutre , neutre  , pos  >
< 2039    , pos , neutre  , pos  >
< 2040    , pos , neutre  , pos  >
< 2041    , neutre , neg  , pos  >
< 2042    , pos , neutre  , pos  >
< 2043    , pos , neutre  , neg  >
< 2044    , pos , pos  , pos  >
< 2045    , neutre , neutre  , pos  >
< 2046    , pos , pos  , pos  >
< 2047    , pos , neutre  , pos  >
< 2048    , pos , neutre  , pos  >
< 2049    , pos , neutre  , pos  >
< 2050    , pos , pos  , pos  >
< 2051    , pos , pos  , pos  >
< 2052    , pos , neutre  , pos  >
< 2053    , pos , neutre  , pos  >
< 2054    , neg , neg  , pos  >
< 2055    , pos , neg  , pos  >
< 2056    , pos , neutre  , pos  >
< 2057    , pos , neutre  , pos  >
< 2058    , pos , neutre  , pos  >
< 2059    , pos , neutre  , pos  >
< 2060    , pos , neutre  , pos  >
< 2061    , pos , pos  , pos  >
< 2062    , pos , neutre  , pos  >
< 2063    , pos , neutre  , pos  >
< 2064    , pos , neutre  , pos  >
< 2065    , pos , neutre  , pos  >
< 2066    , pos , pos  , pos  >
< 2067    , pos , neutre  , pos  >
< 2068    , neg , neg  , pos  >
< 2069    , pos , neutre  , pos  >
< 2070    , neg , neutre  , neg  >
< 2071    , pos , neutre  , neg  >
< 2072    , pos , neutre  , pos  >
< 2073    , pos , pos  , pos  >
< 2074    , pos , neutre  , pos  >
< 2075    , pos , neg  , pos  >
< 2076    , pos , neg  , pos  >
< 2077    , pos , pos  , pos  >
< 2078    , pos , neg  , pos  >
< 2079    , neg , neutre  , pos  >
< 2080    , pos , pos  , pos  >
< 2081    , pos , neutre  , pos  >
< 2082    , pos , neutre  , pos  >
< 2083    , pos , pos  , pos  >
< 2084    , pos , pos  , pos  >
< 2085    , pos , neg  , pos  >
< 2086    , pos , neutre  , pos  >
< 2087    , neg , neutre  , pos  >
< 2088    , pos , neutre  , pos  >
< 2089    , pos , pos  , pos  >
< 2090    , neutre , neutre  , pos  >
< 2091    , pos , neutre  , pos  >
< 2092    , neutre , neutre  , pos  >
< 2093    , neutre , neg  , pos  >
< 2094    , pos , neg  , pos  >
< 2095    , pos , pos  , pos  >
< 2096    , pos , neutre  , pos  >
< 2097    , pos , neutre  , pos  >
< 2098    , neutre , neutre  , pos  >
< 2099    , pos , pos  , pos  >
< 2100    , pos , neutre  , pos  >
< 2101    , pos , neg  , pos  >
< 2102    , pos , neg  , pos  >
< 2103    , pos , pos  , pos  >
< 2104    , pos , neutre  , pos  >
< 2105    , neg , neg  , pos  >
< 2106    , neutre , neutre  , pos  >
< 2107    , pos , pos  , pos  >
< 2108    , pos , neutre  , pos  >
< 2109    , pos , pos  , pos  >
< 2110    , pos , pos  , pos  >
< 2111    , pos , pos  , pos  >
< 2112    , pos , neutre  , pos  >
< 2113    , pos , neutre  , pos  >
< 2114    , pos , pos  , pos  >
< 2115    , pos , neutre  , pos  >
< 2116    , pos , neutre  , pos  >
< 2117    , pos , neutre  , pos  >
< 2118    , neg , neutre  , pos  >
< 2119    , pos , pos  , pos  >
< 2120    , neutre , neutre  , neg  >
< 2121    , neutre , neutre  , pos  >
< 2122    , pos , neutre  , pos  >
< 2123    , pos , pos  , pos  >
< 2124    , pos , neutre  , neutre  >
< 2125    , pos , pos  , pos  >
< 2126    , pos , neutre  , pos  >
< 2127    , pos , neutre  , pos  >
< 2128    , pos , neutre  , pos  >
< 2129    , pos , neutre  , pos  >
< 2130    , pos , neutre  , pos  >
< 2131    , pos , neg  , pos  >
< 2132    , pos , pos  , pos  >
< 2133    , pos , neutre  , pos  >
< 2134    , pos , pos  , pos  >
< 2135    , pos , neutre  , pos  >
< 2136    , pos , neutre  , pos  >
< 2137    , pos , neutre  , pos  >
< 2138    , neutre , neutre  , pos  >
< 2139    , pos , neutre  , pos  >
< 2140    , pos , neutre  , pos  >
< 2141    , pos , neutre  , pos  >
< 2142    , pos , neutre  , pos  >
< 2143    , pos , neutre  , pos  >
< 2144    , neg , neutre  , pos  >
< 2145    , pos , pos  , pos  >
< 2146    , pos , neutre  , pos  >
< 2147    , pos , neutre  , pos  >
< 2148    , pos , pos  , pos  >
< 2149    , pos , pos  , pos  >
< 2150    , pos , neutre  , pos  >
< 2151    , pos , neutre  , pos  >
< 2152    , pos , neutre  , pos  >
< 2153    , pos , neutre  , pos  >
< 2154    , pos , pos  , pos  >
< 2155    , pos , pos  , pos  >
< 2156    , neg , neg  , pos  >
< 2157    , pos , pos  , pos  >
< 2158    , pos , neutre  , pos  >
< 2159    , pos , pos  , pos  >
< 2160    , pos , neutre  , pos  >
< 2161    , pos , pos  , pos  >
< 2162    , pos , pos  , pos  >
< 2163    , pos , neutre  , pos  >
< 2164    , pos , pos  , pos  >
< 2165    , pos , neutre  , pos  >
< 2166    , pos , neutre  , pos  >
< 2167    , pos , pos  , pos  >
< 2168    , pos , neutre  , pos  >
< 2169    , pos , pos  , pos  >
< 2170    , pos , pos  , pos  >
< 2171    , pos , neg  , pos  >
< 2172    , pos , neutre  , pos  >
< 2173    , pos , pos  , pos  >
< 2174    , pos , pos  , pos  >
< 2175    , pos , pos  , pos  >
< 2176    , pos , neutre  , pos  >
< 2177    , pos , neutre  , pos  >
< 2178    , pos , pos  , pos  >
< 2179    , pos , neutre  , pos  >
< 2180    , pos , pos  , pos  >
< 2181    , pos , pos  , pos  >
< 2182    , pos , neutre  , pos  >
< 2183    , pos , neutre  , pos  >
< 2184    , pos , neutre  , pos  >
< 2185    , pos , neutre  , pos  >
< 2186    , pos , neutre  , pos  >
< 2187    , pos , neg  , pos  >
< 2188    , pos , pos  , pos  >
< 2189    , pos , neutre  , pos  >
< 2190    , pos , pos  , pos  >
< 2191    , neg , neutre  , pos  >
< 2192    , neutre , neutre  , neg  >
< 2193    , pos , neutre  , pos  >
< 2194    , neutre , neutre  , pos  >
< 2195    , pos , neutre  , pos  >
< 2196    , pos , neutre  , pos  >
< 2197    , neg , neutre  , neg  >
< 2198    , pos , neutre  , pos  >
< 2199    , pos , neg  , pos  >
< 2200    , neg , neg  , pos  >
< 2201    , pos , pos  , pos  >
< 2202    , pos , neutre  , pos  >
< 2203    , pos , neutre  , pos  >
< 2204    , pos , neutre  , pos  >
< 2205    , pos , pos  , pos  >
< 2206    , neutre , neutre  , pos  >
< 2207    , pos , neutre  , pos  >
< 2208    , pos , neutre  , pos  >
< 2209    , pos , neutre  , neutre  >
< 2210    , pos , pos  , pos  >
< 2211    , pos , neutre  , pos  >
< 2212    , pos , neutre  , pos  >
< 2213    , pos , pos  , pos  >
< 2214    , pos , neutre  , pos  >
< 2215    , pos , neutre  , pos  >
< 2216    , pos , pos  , pos  >
< 2217    , pos , pos  , pos  >
< 2218    , pos , neutre  , pos  >
< 2219    , pos , neutre  , pos  >
< 2220    , pos , neutre  , pos  >
< 2221    , pos , neutre  , pos  >
< 2222    , pos , neutre  , pos  >
< 2223    , pos , pos  , pos  >
< 2224    , pos , pos  , pos  >
< 2225    , pos , pos  , pos  >
< 2226    , pos , neutre  , pos  >
< 2227    , pos , neg  , pos  >
< 2228    , pos , neutre  , pos  >
< 2229    , pos , neutre  , pos  >
< 2230    , pos , neg  , pos  >
< 2231    , pos , pos  , pos  >
< 2232    , pos , neutre  , pos  >
< 2233    , neg , neutre  , neg  >
< 2234    , pos , neutre  , pos  >
< 2235    , pos , pos  , pos  >
< 2236    , neutre , neutre  , pos  >
< 2237    , pos , neutre  , pos  >
< 2238    , pos , pos  , pos  >
< 2239    , pos , neg  , pos  >
< 2240    , pos , neutre  , pos  >
< 2241    , pos , neutre  , neutre  >
< 2242    , pos , pos  , pos  >
< 2243    , pos , pos  , pos  >
< 2244    , pos , neutre  , pos  >
< 2245    , pos , pos  , pos  >
< 2246    , pos , pos  , pos  >
< 2247    , pos , neutre  , pos  >
< 2248    , neg , neutre  , pos  >
< 2249    , pos , pos  , pos  >
< 2250    , pos , pos  , pos  >
< 2251    , pos , pos  , pos  >
< 2252    , pos , pos  , pos  >
< 2253    , neutre , neutre  , pos  >
< 2254    , pos , neutre  , pos  >
< 2255    , pos , neutre  , pos  >
< 2256    , pos , pos  , pos  >
< 2257    , pos , neutre  , pos  >
< 2258    , pos , pos  , pos  >
< 2259    , pos , pos  , pos  >
< 2260    , pos , pos  , pos  >
< 2261    , pos , pos  , pos  >
< 2262    , pos , pos  , pos  >
< 2263    , pos , neg  , pos  >
< 2264    , pos , neutre  , pos  >
< 2265    , pos , pos  , pos  >
< 2266    , neutre , neutre  , pos  >
< 2267    , neg , neutre  , pos  >
< 2268    , neg , neutre  , neg  >
< 2269    , pos , neutre  , pos  >
< 2270    , neg , neutre  , pos  >
< 2271    , pos , pos  , pos  >
< 2272    , pos , pos  , pos  >
< 2273    , neutre , neg  , pos  >
< 2274    , pos , pos  , pos  >
< 2275    , pos , neg  , pos  >
< 2276    , pos , neutre  , pos  >
< 2277    , pos , neutre  , pos  >
< 2278    , pos , neutre  , pos  >
< 2279    , pos , pos  , pos  >
< 2280    , pos , pos  , pos  >
< 2281    , pos , pos  , pos  >
